year,code,clgname,branch,community,branchname,cutoff
2019,2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",FT,ST,Fashion Technology,0
2019,2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",AG,ST,Agriculture Engineering,0
2019,2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",IG,ST,Information Science and Engineering,0
2019,2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",TX,ST,Textile Technology,0
2019,2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",ME,ST,Mechanical Engineering,0
2019,2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",AU,ST,Automobile Engineering,0
2019,2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",EE,ST,Electrical and Electronics Engineering,0
2019,2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",EI,ST,Electronics and Instrumentation Engineering,0
2019,2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",MC,ST,Mechatronics,0
2019,2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",CE,ST,Civil Engineering,0
2019,2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",CT,ST,Computer Technology,0
2019,2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",AE,ST,Aeronautical Engineering,0
2019,2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",IT,ST,Information Technology,0
2019,2711,"Kongu Engineering College (Autonomous), Perundurai, Erode District 638052",AU,ST,Automobile Engineering,0
2019,2711,"Kongu Engineering College (Autonomous), Perundurai, Erode District 638052",EC,ST,Electronics and Communication Engineering,0
2019,2711,"Kongu Engineering College (Autonomous), Perundurai, Erode District 638052",MC,ST,Mechatronics,0
2019,2711,"Kongu Engineering College (Autonomous), Perundurai, Erode District 638052",EI,ST,Electronics and Instrumentation Engineering,0
2019,2711,"Kongu Engineering College (Autonomous), Perundurai, Erode District 638052",EE,ST,Electrical and Electronics Engineering,0
2019,2711,"Kongu Engineering College (Autonomous), Perundurai, Erode District 638052",CE,ST,Civil Engineering,0
2019,2711,"Kongu Engineering College (Autonomous), Perundurai, Erode District 638052",CS,ST,Computer Science and Engineering,0
2019,2711,"Kongu Engineering College (Autonomous), Perundurai, Erode District 638052",ME,ST,Mechanical Engineering,80
2019,2711,"Kongu Engineering College (Autonomous), Perundurai, Erode District 638052",CH,ST,Chemical Engineering,0
2019,2711,"Kongu Engineering College (Autonomous), Perundurai, Erode District 638052",FD,ST,Food Technology,0
2019,2711,"Kongu Engineering College (Autonomous), Perundurai, Erode District 638052",IT,ST,Information Technology,0
2019,1216,"Saveetha Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",CH,ST,Chemical Engineering,0
2019,1216,"Saveetha Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",MD,ST,Medical Electronics Engg.,0
2019,1216,"Saveetha Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",CE,ST,Civil Engineering,0
2019,1216,"Saveetha Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",EC,ST,Electronics and Communication Engineering,0
2019,1216,"Saveetha Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",BM,ST,Bio- Medical Engineering,0
2019,1216,"Saveetha Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",ME,ST,Mechanical Engineering,0
2019,1216,"Saveetha Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",AG,ST,Agriculture Engineering,0
2019,1216,"Saveetha Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",CS,ST,Computer Science and Engineering,108
2019,1216,"Saveetha Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",EI,ST,Electronics and Instrumentation Engineering,0
2019,1216,"Saveetha Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",EE,ST,Electrical and Electronics Engineering,0
2019,1216,"Saveetha Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",IT,ST,Information Technology,0
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CE,ST,Civil Engineering,171.5
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",XM,ST,Mechanical Engineering (Tamil Medium),0
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",MN,ST,Manufacturing Engineering,0
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",MN,ST,Manufacturing Engineering,0
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",MA,ST,Material Science and Engineering (SS),0
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CS,ST,Computer Science and Engineering,171
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",IE,ST,Industrial Engineering,0
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",EE,ST,Electrical and Electronics Engineering,182.75
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",ME,ST,Mechanical Engineering,177
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",MI,ST,Mining Engineering,0
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",GI,ST,Geo-Informatics,165
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",CM,ST,Computer Science and Engineering (SS),176.5
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",XC,ST,Civil Engineering (Tamil Medium),0
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",EM,ST,Electronics and Communication Engg. (SS),170.75
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",BY,ST,Bio- Medical Engineering (SS),144.5
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",EC,ST,Electronics and Communication Engineering,186
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",PT,ST,Printing and Packaging Technology,0
2019,1,"University Departments of Anna University, Chennai - CEG Campus, Sardar Patel Road, Guindy, Chennai 600 025",IM,ST,Information Tech. (SS),181.25
2019,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",EC,ST,Electronics and Communication Engineering,161.5
2019,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",AS,ST,Automobile Engineering (SS),0
2019,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",AE,ST,Aeronautical Engineering,0
2019,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",AU,ST,Automobile Engineering,150
2019,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",EI,ST,Electronics and Instrumentation Engineering,0
2019,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",CM,ST,Computer Science and Engineering (SS),148
2019,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",EM,ST,Electronics and Communication Engg. (SS),143
2019,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",CS,ST,Computer Science and Engineering,165.5
2019,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",RP,ST,Rubber and Plastic Tech.,131.25
2019,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",IM,ST,Information Tech. (SS),146
2019,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",MF,ST,Mechanical Engg. (SS),131
2019,4,"University Departments of Anna University, Chennai - MIT Campus, Chrompet, Tambaram Taluk, Kancheepuram District 600 044",PR,ST,Production Engineering,142
2019,1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",CS,ST,Computer Science and Engineering,0
2019,1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",EC,ST,Electronics and Communication Engineering,0
2019,1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",CE,ST,Civil Engineering,0
2019,1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",ME,ST,Mechanical Engineering,0
2019,1116,"Sri Venkateswara College of Engineering and Technology, Thirupachur, Thiruvallur District 631203",EE,ST,Electrical and Electronics Engineering,0
2019,1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",BT,ST,Bio Technology,86
2019,1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",CB,ST,Computer Science and Business System,0
2019,1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",CH,ST,Chemical Engineering,0
2019,1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",ME,ST,Mechanical Engineering,0
2019,1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",ME,ST,Mechanical Engineering,0
2019,1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",EC,ST,Electronics and Communication Engineering,111
2019,1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",BM,ST,Bio- Medical Engineering,143.5
2019,1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",CS,ST,Computer Science and Engineering,127
2019,1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",CE,ST,Civil Engineering,0
2019,1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",EE,ST,Electrical and Electronics Engineering,0
2019,1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",IT,ST,Information Technology,0
2019,1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",MC,ST,Mechatronics,0
2019,1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",AE,ST,Aeronautical Engineering,0
2019,1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",AU,ST,Automobile Engineering,0
2019,1211,"Rajalakshmi Engineering College (Autonomous), Thandalam, Sriperumpudur Taluk, Kancheepuram District 602105",FD,ST,Food Technology,0
2019,1210,"Panimalar Engineering College, Nazarethpet, Poonamallee, Chennai 602103",CS,ST,Computer Science and Engineering,109
2019,1210,"Panimalar Engineering College, Nazarethpet, Poonamallee, Chennai 602103",ME,ST,Mechanical Engineering,0
2019,1210,"Panimalar Engineering College, Nazarethpet, Poonamallee, Chennai 602103",EC,ST,Electronics and Communication Engineering,0
2019,1210,"Panimalar Engineering College, Nazarethpet, Poonamallee, Chennai 602103",EE,ST,Electrical and Electronics Engineering,0
2019,1210,"Panimalar Engineering College, Nazarethpet, Poonamallee, Chennai 602103",CE,ST,Civil Engineering,0
2019,1210,"Panimalar Engineering College, Nazarethpet, Poonamallee, Chennai 602103",IT,ST,Information Technology,0
2019,1210,"Panimalar Engineering College, Nazarethpet, Poonamallee, Chennai 602103",EI,ST,Electronics and Instrumentation Engineering,0
2019,1149,"St. Josephs Institute of Technology, Jeppiaar Nagar, Old Mahabalipuram Road (OMR), Chennai 600119",CE,ST,Civil Engineering,0
2019,1149,"St. Josephs Institute of Technology, Jeppiaar Nagar, Old Mahabalipuram Road (OMR), Chennai 600119",ME,ST,Mechanical Engineering,0
2019,1149,"St. Josephs Institute of Technology, Jeppiaar Nagar, Old Mahabalipuram Road (OMR), Chennai 600119",CS,ST,Computer Science and Engineering,0
2019,1149,"St. Josephs Institute of Technology, Jeppiaar Nagar, Old Mahabalipuram Road (OMR), Chennai 600119",IT,ST,Information Technology,0
2019,1149,"St. Josephs Institute of Technology, Jeppiaar Nagar, Old Mahabalipuram Road (OMR), Chennai 600119",EC,ST,Electronics and Communication Engineering,0
2019,1149,"St. Josephs Institute of Technology, Jeppiaar Nagar, Old Mahabalipuram Road (OMR), Chennai 600119",EE,ST,Electrical and Electronics Engineering,0
2019,1419,"Sri Sairam Enginering College, West Tambaram, Chennai 600044",EC,ST,Electronics and Communication Engineering,0
2019,1419,"Sri Sairam Enginering College, West Tambaram, Chennai 600044",IC,ST,Instrumentation and Control Engineering,0
2019,1419,"Sri Sairam Enginering College, West Tambaram, Chennai 600044",PR,ST,Production Engineering,0
2019,1419,"Sri Sairam Enginering College, West Tambaram, Chennai 600044",EE,ST,Electrical and Electronics Engineering,0
2019,1419,"Sri Sairam Enginering College, West Tambaram, Chennai 600044",IT,ST,Information Technology,0
2019,1419,"Sri Sairam Enginering College, West Tambaram, Chennai 600044",CS,ST,Computer Science and Engineering,0
2019,1419,"Sri Sairam Enginering College, West Tambaram, Chennai 600044",CE,ST,Civil Engineering,0
2019,1419,"Sri Sairam Enginering College, West Tambaram, Chennai 600044",ME,ST,Mechanical Engineering,86.5
2019,1419,"Sri Sairam Enginering College, West Tambaram, Chennai 600044",EI,ST,Electronics and Instrumentation Engineering,0
2019,5008,"Thiagarajar College of Engineering (Autonomous), Tirupparankundram, Madurai District 625015",EE,ST,Electrical and Electronics Engineering,0
2019,5008,"Thiagarajar College of Engineering (Autonomous), Tirupparankundram, Madurai District 625015",ME,ST,Mechanical Engineering,0
2019,5008,"Thiagarajar College of Engineering (Autonomous), Tirupparankundram, Madurai District 625015",EC,ST,Electronics and Communication Engineering,0
2019,5008,"Thiagarajar College of Engineering (Autonomous), Tirupparankundram, Madurai District 625015",CS,ST,Computer Science and Engineering,144.5
2019,5008,"Thiagarajar College of Engineering (Autonomous), Tirupparankundram, Madurai District 625015",CE,ST,Civil Engineering,111.5
2019,5008,"Thiagarajar College of Engineering (Autonomous), Tirupparankundram, Madurai District 625015",CM,ST,Computer Science and Engineering (SS),131
2019,5008,"Thiagarajar College of Engineering (Autonomous), Tirupparankundram, Madurai District 625015",EY,ST,Elec. And Electronics Engg (SS),0
2019,5008,"Thiagarajar College of Engineering (Autonomous), Tirupparankundram, Madurai District 625015",IM,ST,Information Tech. (SS),128
2019,5008,"Thiagarajar College of Engineering (Autonomous), Tirupparankundram, Madurai District 625015",MG,ST,Mechatronics (SS),0
2019,5008,"Thiagarajar College of Engineering (Autonomous), Tirupparankundram, Madurai District 625015",CN,ST,Civil Engineering (SS),93.5
2019,5008,"Thiagarajar College of Engineering (Autonomous), Tirupparankundram, Madurai District 625015",EM,ST,Electronics and Communication Engg. (SS),0
2019,5008,"Thiagarajar College of Engineering (Autonomous), Tirupparankundram, Madurai District 625015",MF,ST,Mechanical Engg. (SS),0
2019,2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",IT,ST,Information Technology,144.5
2019,2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",PR,ST,Production Engineering,118.5
2019,2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",EE,ST,Electrical and Electronics Engineering,143
2019,2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",EI,ST,Electronics and Instrumentation Engineering,113.5
2019,2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",IB,ST,Industrial Bio-Technology,0
2019,2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",CS,ST,Computer Science and Engineering,0
2019,2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",EC,ST,Electronics and Communication Engineering,0
2019,2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",CE,ST,Civil Engineering,123.5
2019,2005,"Government College of Technology (Autonomous), Thadagam Road, Coimbatore District 641013",ME,ST,Mechanical Engineering,152.5
2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",AI,ST,AGRICULTURAL AND IRRIGATION ENGG.(SS),168.75
2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",BY,ST,BIO MEDICAL ENGG(SS),181.25
2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",CE,ST,CIVIL ENGINEERING,176
2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",XC,ST,CIVIL ENGINEERING - TAMIL MEDIUM,158.5
2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",CS,ST,COMPUTER SCIENCE AND ENGG.,190.75
2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",CM,ST,COMPUTER SCIENCE AND ENGG.(SS),182.25
2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",EE,ST,ELECTRICAL AND ELECTRONICS ENGG.,173.75
2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",EC,ST,ELECTRONICS AND COMMUNICATION ENGG.,187.25
2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",EM,ST,ELECTRONICS AND COMMUNICATION ENGG. (SS),172.75
2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",GI,ST,GEO-INFORMATICS,0
2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",IE,ST,INDUSTRIAL ENGINEERING,0
2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",IM,ST,INFORMATION TECHNOLOGY(SS),187.75
2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",MN,ST,MANUFACTURING ENGINEERING,0
2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",MA,ST,MATERIALS SCIENCE AND ENGG.(SS),0
2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",ME,ST,MECHANICAL ENGINEERING,186.75
2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",XM,ST,MECHANICAL ENGINEERING - TAMIL MEDIUM,0
2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",MI,ST,MINING ENGINEERING,0
2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",PT,ST,PRINTING TECHNOLOGY,143.25
2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",AE,ST,AERONAUTICAL ENGINEERING,0
2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",AU,ST,AUTOMOBILE ENGINEERING,171.25
2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",AS,ST,AUTOMOBILE ENGINEERING (SS),0
2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",CS,ST,COMPUTER SCIENCE AND ENGG.,185.5
2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",CM,ST,COMPUTER SCIENCE AND ENGG.(SS),0
2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",EC,ST,ELECTRONICS AND COMMUNICATION ENGG.,183.5
2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",EM,ST,ELECTRONICS AND COMMUNICATION ENGG. (SS),172.5
2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",EX,ST,ELECTRONICS AND INSTRU ENGG(SS),0
2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",EI,ST,ELECTRONICS AND INSTRU ENGG.,166
2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",IM,ST,INFORMATION TECHNOLOGY(SS),170.75
2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",MF,ST,MECHANICAL ENGINEERING(SS),168.75
2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",PR,ST,PRODUCTION ENGINEERING,119.75
2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",RP,ST,RUBBER AND PLASTIC TECHNOLOGY,141.75
2018,1116,"SRI VENKATESWARA COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUPACHUR (POST) , THIRUPACHUR (VILLAGE),THIRUVALLUR DIST, PIN - 631203.",CE,ST,CIVIL ENGINEERING,0
2018,1116,"SRI VENKATESWARA COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUPACHUR (POST) , THIRUPACHUR (VILLAGE),THIRUVALLUR DIST, PIN - 631203.",CS,ST,COMPUTER SCIENCE AND ENGG.,0
2018,1116,"SRI VENKATESWARA COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUPACHUR (POST) , THIRUPACHUR (VILLAGE),THIRUVALLUR DIST, PIN - 631203.",EC,ST,ELECTRONICS AND COMMUNICATION ENGG.,79.75
2018,1116,"SRI VENKATESWARA COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUPACHUR (POST) , THIRUPACHUR (VILLAGE),THIRUVALLUR DIST, PIN - 631203.",EE,ST,ELECTRICAL AND ELECTRONICS ENGG.,0
2018,1116,"SRI VENKATESWARA COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUPACHUR (POST) , THIRUPACHUR (VILLAGE),THIRUVALLUR DIST, PIN - 631203.",ME,ST,MECHANICAL ENGINEERING,0
2018,1211,"RAJALAKSHMI ENGINEERING COLLEGE (AUTONOMOUS),RAJALAKSHMI NAGAR, CHENNAI-BANGALORE HIGHWAY,,KANCHEEPURAM DIST, PIN - 602105.",AE,ST,AERONAUTICAL ENGINEERING,0
2018,1211,"RAJALAKSHMI ENGINEERING COLLEGE (AUTONOMOUS),RAJALAKSHMI NAGAR, CHENNAI-BANGALORE HIGHWAY,,KANCHEEPURAM DIST, PIN - 602105.",AU,ST,AUTOMOBILE ENGINEERING,0
2018,1211,"RAJALAKSHMI ENGINEERING COLLEGE (AUTONOMOUS),RAJALAKSHMI NAGAR, CHENNAI-BANGALORE HIGHWAY,,KANCHEEPURAM DIST, PIN - 602105.",BM,ST,BIO MEDICAL ENGINEERING,148
2018,1211,"RAJALAKSHMI ENGINEERING COLLEGE (AUTONOMOUS),RAJALAKSHMI NAGAR, CHENNAI-BANGALORE HIGHWAY,,KANCHEEPURAM DIST, PIN - 602105.",BT,ST,BIO-TECHNOLOGY,0
2018,1211,"RAJALAKSHMI ENGINEERING COLLEGE (AUTONOMOUS),RAJALAKSHMI NAGAR, CHENNAI-BANGALORE HIGHWAY,,KANCHEEPURAM DIST, PIN - 602105.",CE,ST,CIVIL ENGINEERING,0
2018,1211,"RAJALAKSHMI ENGINEERING COLLEGE (AUTONOMOUS),RAJALAKSHMI NAGAR, CHENNAI-BANGALORE HIGHWAY,,KANCHEEPURAM DIST, PIN - 602105.",CH,ST,CHEMICAL ENGINEERING,0
2018,1211,"RAJALAKSHMI ENGINEERING COLLEGE (AUTONOMOUS),RAJALAKSHMI NAGAR, CHENNAI-BANGALORE HIGHWAY,,KANCHEEPURAM DIST, PIN - 602105.",CS,ST,COMPUTER SCIENCE AND ENGG.,144
